customer_id,age,gender,city,income,registration_date,risk_category
33,24,Female,Jaipur,845794.6114951312,2020-10-28,High
34,58,Male,Kolkata,945038.361031065,2020-03-08,Medium
35,28,Male,Kolkata,,2023-01-11,High
36,42,Male,Jaipur,962370.0794864277,2022-01-31,Low
37,30,Male,Ahmedabad,419957.47436007345,2025-09-14,Low
38,60,Female,Kolkata,1016665.6393958754,2022-02-20,Medium
39,39,Female,Kolkata,517935.9148245117,2025-10-06,Low
40,25,Male,Kolkata,1045876.1542895054,2022-04-19,High
41,46,Male,Hyderabad,925601.4608532108,2020-08-12,Low
42,35,Male,Chennai,332452.6094637584,2023-09-08,Low
43,30,Male,Bengaluru,984240.7060462325,2020-03-31,Low
44,47,Male,Jaipur,1048774.3349582278,2021-01-07,Low
45,23,Female,Delhi,1114469.6150864763,2020-03-31,High
46,41,Female,Pune,607850.4289734943,2021-10-04,Low
47,49,Male,Mumbai,844852.7105176316,2023-10-03,Low
48,28,Male,Lucknow,973612.3457621771,2022-01-19,High
49,29,Male,Pune,984081.7168530198,2025-10-31,High
50,56,Female,Delhi,902380.1904657421,2021-05-28,Medium
51,35,Male,Chennai,693340.9391358444,2022-10-17,Low
52,38,Male,Mumbai,1046985.9385272869,2020-04-10,Low
53,57,Female,Chennai,1048454.9917036291,2020-06-22,Medium
54,61,Female,Hyderabad,761430.4234758493,2025-02-24,Medium
55,25,Male,Mumbai,604111.2989897346,2021-01-11,High
56,23,Male,Mumbai,618024.165200464,2022-01-02,High
57,27,Male,Pune,1141204.428833053,2025-06-12,High
58,63,Male,Bengaluru,1037669.5962296065,2025-10-20,Medium
59,25,Female,Lucknow,794990.0543199927,2024-11-29,High
60,50,Female,Jaipur,750206.6981197507,2025-04-07,Low
61,39,Male,Jaipur,357953.30978608056,2021-06-28,Low
62,47,Female,Lucknow,778899.7239054771,2024-09-12,Low
63,55,Male,Jaipur,502221.2113614565,2023-09-06,Low
64,31,Female,Mumbai,839749.8691229395,2020-11-08,Low
65,57,Male,Hyderabad,1096311.8116903603,2024-11-08,Medium
66,35,Male,Mumbai,554887.1117568897,2023-11-06,Low
67,52,Female,Mumbai,,2022-09-17,Low
68,36,Female,Jaipur,1049444.9405024815,2021-01-03,Low
69,29,Female,Chennai,855073.8488180628,2020-05-12,High
70,35,Female,Mumbai,669004.2595374357,2024-08-22,Low
71,44,Female,Bengaluru,802596.6013180284,2025-08-11,Low
72,61,Male,Pune,1039312.1780569692,2022-03-31,Medium
73,42,Male,Delhi,865644.4649743605,2022-10-04,Low
74,37,Female,Hyderabad,799157.3543599142,2023-12-29,Low
75,39,Male,Delhi,1089035.7815529066,2022-07-31,Low
76,45,Male,Jaipur,928729.4674876058,2022-05-20,Low
77,47,Male,Jaipur,499274.3927625133,2022-05-01,Low
78,46,Male,Pune,957853.1654954988,2025-02-22,Low
79,62,Female,Pune,1037389.6886955665,2023-03-04,Medium
80,50,Male,Delhi,,2025-05-03,Low
81,36,Male,Lucknow,232815.12603334454,2025-02-07,Low
82,22,Male,Ahmedabad,539516.8328054121,2024-12-11,High
83,46,Male,Mumbai,774375.0780790963,2021-09-27,Low
84,28,Female,Ahmedabad,1052447.0862619837,2021-02-04,High
85,30,Male,Chennai,577261.9914542178,2023-01-12,Low
86,45,Male,Hyderabad,938780.0666636168,2020-08-01,Low
87,22,Male,Lucknow,200000.0,2021-01-21,High
88,29,Female,Delhi,845076.6800900201,2024-02-10,High
89,45,Female,Bengaluru,698314.8865286425,2021-07-16,Low
90,32,Male,Lucknow,1324649.6954098498,2021-07-29,Low
91,38,Male,Delhi,326978.4281918364,2020-03-25,Low
92,29,Female,Hyderabad,796374.6292989427,2024-04-15,High
93,56,Male,Bengaluru,325444.6620938972,2021-04-12,Medium
94,56,Female,Chennai,662573.0667093873,2020-12-16,Medium
95,54,Male,Pune,374711.2585990099,2025-06-01,Low
96,26,Male,Jaipur,1375197.1850227069,2025-12-10,High
97,63,Female,Chennai,711113.0329847529,2020-08-11,Medium
98,60,Male,Ahmedabad,747242.6266724956,2023-07-15,Medium
99,62,Male,Delhi,789316.568723674,2020-04-19,Medium
100,49,Male,Kolkata,516930.801803104,2022-03-20,Low
101,28,Female,Ahmedabad,1063809.683415194,2024-02-19,High
102,30,Female,Jaipur,960048.5363715856,2022-11-27,Low
103,29,Male,Hyderabad,1029484.5906679451,2021-01-14,High
104,33,Male,Hyderabad,495509.5294909275,2023-04-22,Low
105,55,Male,Pune,1083828.8038110128,2021-12-15,Low
106,54,Male,Hyderabad,1054960.319831577,2020-04-28,Low
107,44,Female,Chennai,741901.7412522957,2020-08-09,Low
108,45,Female,Delhi,1023755.2688858911,2024-09-18,Low
109,58,Female,Delhi,868167.9058235718,2020-07-24,Medium
110,56,Male,Lucknow,401500.11696475616,2021-05-04,Medium
111,61,Male,Chennai,754298.52452199,2023-11-19,Medium
112,43,Female,Lucknow,679622.4905550882,2021-05-15,Low
113,48,Male,Lucknow,821354.8220119736,2022-10-25,Low
114,56,Male,Delhi,1055281.571933327,2022-02-10,Medium
115,22,Female,Kolkata,389664.6661173636,2022-02-03,High
116,56,Male,Kolkata,689105.5229898908,2020-01-15,Medium
117,58,Female,Ahmedabad,594540.641759665,2022-01-19,Medium
118,35,Male,Mumbai,,2023-11-18,Low
119,24,Male,Pune,594222.7377916081,2022-11-06,High
120,22,Male,Pune,817042.5888701093,2024-12-13,High
121,26,Male,Jaipur,930793.8632093348,2021-07-04,High
122,47,Male,Hyderabad,887081.2397223813,2022-03-20,Low
123,35,Female,Pune,846417.051889789,2025-08-09,Low
124,60,Female,Kolkata,955436.1219564108,2021-09-06,Medium
125,48,Male,Hyderabad,1395081.533377597,2024-04-29,Low
126,30,Male,Lucknow,833972.8535784718,2025-05-11,Low
127,36,Female,Ahmedabad,1055284.6007033184,2023-06-01,Low
128,36,Female,Bengaluru,1041045.8586427968,2024-08-24,Low
129,47,Male,Ahmedabad,1244448.5407576542,2021-01-30,Low
130,63,Female,Chennai,940129.716237518,2020-01-30,Medium
131,34,Female,Hyderabad,588920.9547565164,2021-05-01,Low
132,53,Female,Bengaluru,876220.4802554697,2024-08-20,Low
133,60,Male,Lucknow,862784.6858543869,2023-11-09,Medium
134,53,Female,Pune,1003795.652196944,2025-08-20,Low
135,25,Female,Pune,581650.8326251446,2023-08-18,High
136,51,Female,Kolkata,1116580.2684899047,2022-07-30,Low
137,58,Female,Bengaluru,801309.28728503,2022-04-24,Medium
138,44,Male,Jaipur,1009844.813482933,2022-09-24,Low
139,60,Female,Delhi,877418.2895184082,2023-08-01,Medium
140,36,Female,Bengaluru,830647.6945800006,2025-12-17,Low
141,64,Female,Mumbai,858464.1026209426,2023-03-06,Medium
142,50,Male,Pune,967998.0028453057,2024-11-26,Low
143,57,Male,Delhi,1289663.6985178548,2022-07-07,Medium
144,34,Male,Lucknow,295655.65379276144,2021-06-22,Low
145,53,Female,Ahmedabad,935000.7372310137,2025-08-24,Low
146,28,Female,Jaipur,810991.9490001868,2020-12-27,High
147,43,Female,Delhi,755723.3581988489,2024-04-20,Low
148,49,Male,Kolkata,209180.44421811646,2021-12-31,Low
149,23,Female,Mumbai,945051.9203137544,2023-06-27,High
150,63,Female,Ahmedabad,768757.3407796716,2023-10-07,Medium
151,27,Male,Chennai,591392.8830809067,2020-05-17,High
152,49,Female,Jaipur,810619.9931793713,2025-06-19,Low
153,49,Female,Bengaluru,726802.4422337799,2020-10-13,Low
154,41,Male,Delhi,364401.70824546047,2023-09-24,Low
155,51,Male,Pune,822046.1797895314,2020-09-29,Low
156,32,Male,Pune,945018.3824250035,2022-07-16,Low
157,49,Male,Lucknow,662691.6463298184,2022-11-14,Low
158,46,Male,Chennai,865428.2081712808,2022-12-10,Low
159,60,Female,Pune,827027.993640041,2021-01-16,Medium
160,54,Male,Kolkata,1061373.0556426938,2023-12-13,Low
161,22,Female,Jaipur,774076.9015828315,2024-01-29,High
162,48,Female,Bengaluru,1000272.9597900575,2023-04-22,Low
163,34,Male,Hyderabad,721661.8110452855,2024-01-10,Low
164,62,Male,Jaipur,1291830.4903737972,2025-04-12,Medium
165,24,Female,Lucknow,690789.6003400282,2021-11-22,High
166,60,Female,Ahmedabad,628750.2189169247,2020-09-29,Medium
167,27,Female,Lucknow,774876.9701390156,2024-07-09,High
168,29,Male,Kolkata,617995.2736223568,2025-08-06,High
169,48,Female,Bengaluru,487835.8915265413,2020-09-22,Low
170,30,Male,Jaipur,981900.5885644687,2023-09-16,Low
171,58,Female,Jaipur,200000.0,2023-11-29,Medium
172,54,Female,Kolkata,620616.6610001513,2020-08-07,Low
173,63,Female,Delhi,464559.0213620617,2021-01-12,Medium
174,45,Male,Pune,835542.3500484654,2021-08-25,Low
175,36,Male,Jaipur,252721.08256719972,2021-07-01,Low
176,53,Female,Jaipur,936962.7112362301,2024-06-15,Low
177,53,Female,Bengaluru,964022.4817068806,2025-12-08,Low
178,45,Female,Delhi,391845.48869123135,2025-04-05,Low
179,62,Male,Chennai,847650.6757082295,2023-02-22,Medium
180,33,Male,Lucknow,929014.8209550489,2021-02-27,Low
181,60,Male,Pune,1035075.093604047,2025-10-02,Medium
182,23,Male,Bengaluru,432767.6658458846,2021-06-15,High
183,24,Male,Hyderabad,397601.3393741888,2022-04-07,High
184,58,Female,Lucknow,1175662.3054175228,2020-04-03,Medium
185,38,Female,Delhi,594527.5736700952,2024-12-30,Low
186,23,Female,Lucknow,668148.9562478615,2022-01-25,High
187,23,Male,Delhi,958273.6309382194,2023-05-18,High
188,49,Female,Pune,507699.7441826297,2024-07-26,Low
189,44,Male,Delhi,,2022-05-20,Low
190,58,Male,Mumbai,1022936.0731882646,2020-12-15,Medium
191,53,Female,Hyderabad,444724.44566436973,2020-04-07,Low
192,54,Female,Kolkata,674998.9176511227,2025-10-11,Low
193,22,Male,Lucknow,518319.0950027262,2023-07-25,High
194,40,Male,Lucknow,606516.1452770662,2022-12-30,Low
195,23,Female,Hyderabad,1096412.145032668,2022-08-11,High
196,47,Male,Mumbai,1151265.9084915167,2024-02-24,Low
197,53,Male,Mumbai,864458.5323563657,2025-07-02,Low
198,27,Male,Jaipur,933052.4211568681,2022-10-19,High
199,53,Female,Mumbai,926213.725308523,2022-08-09,Low
200,25,Male,Pune,631916.0059777054,2023-07-10,High
201,32,Male,Pune,859537.6260458775,2021-04-02,Low
202,38,Male,Mumbai,476172.9024648517,2020-11-12,Low
203,59,Male,Mumbai,560357.6275213454,2024-04-15,Medium
204,45,Male,Kolkata,778299.6133973069,2020-02-26,Low
205,26,Male,Ahmedabad,534757.2515881597,2020-01-30,High
206,55,Male,Pune,481818.2292077004,2024-04-04,Low
207,27,Female,Kolkata,622025.5431357628,2021-02-26,High
208,43,Female,Lucknow,1086583.4312979737,2021-03-01,Low
209,32,Female,Bengaluru,1189284.7884734292,2025-05-16,Low
210,37,Male,Pune,791859.9932614339,2023-01-14,Low
211,54,Female,Kolkata,945549.7311362047,2023-06-21,Low
212,30,Female,Ahmedabad,659126.4694638152,2021-11-08,Low
213,27,Male,Hyderabad,283588.3016951125,2021-07-01,High
214,37,Female,Jaipur,576619.379841236,2025-01-13,Low
215,50,Male,Mumbai,722913.9918314498,2022-06-15,Low
216,24,Male,Pune,835242.3204998663,2022-03-10,High
217,41,Male,Jaipur,774755.9737704536,2025-07-21,Low
218,57,Female,Lucknow,729588.5963706333,2024-01-25,Medium
219,40,Male,Mumbai,656341.7419986275,2022-08-20,Low
220,47,Female,Lucknow,885965.6361780663,2023-05-12,Low
221,24,Male,Bengaluru,459027.0554065902,2020-10-06,High
222,40,Male,Pune,1000515.6778328721,2025-03-16,Low
223,41,Female,Jaipur,653412.277808399,2025-08-13,Low
224,53,Male,Mumbai,1316774.5631734864,2020-09-24,Low
225,28,Female,Kolkata,721171.1150600709,2025-09-23,High
226,62,Male,Delhi,679956.069156655,2021-05-05,Medium
227,54,Male,Chennai,659328.4527227738,2025-05-08,Low
228,61,Male,Pune,682449.3476944673,2020-04-20,Medium
229,60,Male,Pune,951807.0146061832,2025-04-19,Medium
230,39,Male,Lucknow,789430.949652382,2020-07-23,Low
231,61,Male,Pune,1046770.4164903732,2022-02-14,Medium
232,22,Male,Hyderabad,916105.3667334449,2025-03-31,High
233,32,Male,Kolkata,807873.1148709877,2020-09-28,Low
234,49,Female,Lucknow,893238.5838996645,2021-02-06,Low
235,46,Female,Kolkata,1099086.7220409303,2023-04-29,Low
236,44,Female,Pune,964173.9907627488,2025-01-09,Low
237,52,Male,Jaipur,870139.2483601365,2022-12-05,Low
238,51,Female,Kolkata,905685.6387521481,2020-07-11,Low
239,63,Female,Lucknow,511828.7910870449,2021-08-17,Medium
240,56,Male,Mumbai,1442924.0465637408,2020-12-22,Medium
241,28,Female,Ahmedabad,932031.4301577861,2020-10-10,High
242,37,Male,Delhi,956978.673138751,2025-10-12,Low
243,47,Female,Bengaluru,792826.902988845,2024-03-10,Low
244,23,Female,Chennai,225607.9740788868,2021-03-23,High
245,22,Female,Kolkata,733664.1036839852,2024-04-03,High
246,33,Female,Pune,818986.7840153289,2025-10-05,Low
247,26,Female,Hyderabad,594290.544528455,2021-07-25,High
248,58,Male,Bengaluru,592111.697966465,2024-04-07,Medium
249,53,Female,Jaipur,715187.0093601791,2023-01-11,Low
250,30,Male,Hyderabad,992882.2108870121,2021-11-21,Low
251,62,Female,Jaipur,1113938.5687602048,2021-10-20,Medium
252,56,Male,Jaipur,842740.7387349231,2024-03-23,Medium
253,40,Female,Bengaluru,658155.3185247655,2021-02-22,Low
254,37,Female,Bengaluru,709403.8649635555,2023-10-25,Low
255,24,Female,Ahmedabad,824883.500565011,2020-09-26,High
256,41,Female,Mumbai,854507.5310856352,2023-02-18,Low
257,45,Female,Kolkata,908739.7965435248,2023-05-13,Low
258,54,Male,Kolkata,690160.029020883,2020-08-28,Low
259,45,Female,Jaipur,932322.7831261997,2025-06-12,Low
260,32,Female,Delhi,912559.308689586,2023-01-27,Low
261,29,Male,Ahmedabad,701226.8108652208,2021-11-18,High
262,57,Female,Pune,370127.24443925236,2023-05-01,Medium
263,59,Female,Delhi,578765.8296170151,2022-07-06,Medium
264,61,Female,Mumbai,1191898.8315318506,2021-12-05,Medium
265,41,Female,Hyderabad,376607.1017378776,2025-06-09,Low
266,56,Female,Delhi,1129380.5604933056,2022-07-26,Medium
267,46,Male,Bengaluru,367854.7749917713,2025-07-09,Low
268,56,Female,Delhi,606712.4432276296,2024-09-26,Medium
269,46,Male,Jaipur,706320.2534386956,2025-01-10,Low
270,50,Female,Hyderabad,1245575.7707382767,2022-04-01,Low
271,39,Female,Mumbai,806532.7394250452,2020-09-18,Low
272,39,Male,Ahmedabad,746498.7098095758,2024-06-26,Low
273,23,Female,Hyderabad,566163.4916932484,2023-01-18,High
274,56,Female,Lucknow,930490.2366889792,2021-01-14,Medium
275,37,Male,Ahmedabad,671820.3888572572,2022-02-16,Low
276,62,Female,Ahmedabad,742749.0268891077,2024-09-25,Medium
277,57,Female,Jaipur,710411.3737536969,2024-10-09,Medium
278,54,Male,Lucknow,979965.5436464698,2021-02-12,Low
279,25,Male,Pune,990446.8881201464,2025-04-17,High
280,54,Female,Hyderabad,577402.878458916,2021-11-28,Low
281,35,Female,Delhi,643185.5021481954,2021-03-30,Low
282,42,Female,Kolkata,618530.3436639722,2021-08-20,Low
283,41,Male,Hyderabad,845838.0094385209,2023-07-10,Low
284,29,Male,Kolkata,1026673.7131145555,2023-11-25,High
285,28,Female,Ahmedabad,849166.3315225259,2020-11-19,High
286,24,Female,Bengaluru,252338.0763768293,2025-04-04,High
287,38,Female,Mumbai,989938.2965667383,2020-05-10,Low
288,54,Male,Chennai,462752.28302822256,2024-03-09,Low
289,33,Male,Bengaluru,621189.9023865098,2023-06-07,Low
290,43,Male,Kolkata,849607.8412626053,2021-10-31,Low
291,43,Female,Bengaluru,779028.5356910267,2021-06-13,Low
292,51,Female,Mumbai,1018183.800173532,2024-12-02,Low
293,59,Female,Jaipur,647311.8419252681,2025-05-19,Medium
294,59,Male,Chennai,558346.5542774894,2024-06-19,Medium
295,29,Female,Delhi,722089.3187285624,2025-04-25,High
296,48,Male,Delhi,1044254.8339107034,2024-09-02,Low
297,48,Female,Jaipur,957418.2177705385,2021-06-15,Low
298,55,Male,Mumbai,821787.0019806043,2025-04-24,Low
299,42,Female,Lucknow,1131490.7970007143,2021-06-19,Low
300,51,Female,Bengaluru,1086214.0607012892,2022-12-05,Low
301,54,Male,Lucknow,997120.5590356915,2024-09-20,Low
302,49,Female,Pune,505504.0441628539,2024-03-15,Low
303,54,Male,Mumbai,995809.7593269679,2021-07-02,Low
304,26,Female,Delhi,749410.4383854553,2022-04-28,High
305,40,Female,Kolkata,701263.9423227289,2021-05-08,Low
306,25,Female,Jaipur,629362.1321806983,2025-12-21,High
307,56,Male,Jaipur,757070.8590289142,2025-06-26,Medium
308,38,Female,Ahmedabad,643561.5612123212,2024-03-12,Low
309,49,Male,Bengaluru,842438.574987768,2020-06-05,Low
310,51,Female,Delhi,756764.2097469991,2023-12-27,Low
311,50,Female,Mumbai,855134.6231612656,2024-05-17,Low
312,27,Male,Jaipur,938317.884497017,2024-05-11,High
313,56,Female,Chennai,726408.707119546,2025-08-28,Medium
314,62,Female,Bengaluru,615676.6929876583,2025-01-19,Medium
315,58,Male,Lucknow,298399.34223404445,2021-11-20,Medium
316,45,Male,Lucknow,992663.4291418756,2025-12-07,Low
317,50,Female,Chennai,819691.3157701215,2023-09-26,Low
318,52,Male,Bengaluru,755955.9048970961,2024-11-04,Low
319,56,Male,Jaipur,1092979.0956318271,2022-07-02,Medium
320,54,Female,Mumbai,477869.7016536689,2020-03-01,Low
321,42,Male,Mumbai,814059.9404778635,2025-11-30,Low
322,53,Male,Bengaluru,558985.3398823504,2024-12-13,Low
323,44,Female,Kolkata,964001.463544054,2024-05-07,Low
324,54,Male,Delhi,243464.68022272154,2024-07-30,Low
325,24,Male,Mumbai,1001003.9156839662,2022-07-09,High
326,39,Female,Ahmedabad,990665.0467915684,2025-04-30,Low
327,46,Female,Lucknow,569246.8917161475,2021-07-10,Low
328,63,Male,Jaipur,816584.9272673593,2023-09-03,Medium
329,52,Female,Lucknow,574619.1649950687,2022-03-21,Low
330,24,Male,Mumbai,906899.1151530172,2024-01-26,High
331,61,Male,Bengaluru,1005057.2769281671,2020-10-01,Medium
332,45,Male,Chennai,548755.0835405993,2024-07-10,Low
333,53,Male,Pune,475812.835780795,2021-04-17,Low
334,43,Female,Lucknow,1074109.2876750594,2025-05-22,Low
335,44,Female,Hyderabad,1285292.647877865,2024-02-29,Low
336,23,Male,Kolkata,923611.764150523,2024-03-24,High
337,48,Female,Mumbai,942110.3721230302,2023-12-13,Low
338,63,Male,Hyderabad,716989.8552102878,2022-08-13,Medium
339,23,Male,Ahmedabad,845007.0014700482,2024-08-26,High
340,47,Female,Chennai,887680.3213098923,2022-12-22,Low
341,38,Female,Ahmedabad,754356.7660512959,2022-10-26,Low
342,61,Male,Mumbai,1137465.1305036263,2023-11-25,Medium
343,54,Female,Lucknow,844186.189008624,2023-09-09,Low
344,30,Male,Jaipur,876400.0025370726,2024-07-26,Low
345,64,Female,Hyderabad,,2025-02-04,Medium
346,60,Female,Jaipur,784915.1811414724,2021-01-04,Medium
347,50,Male,Ahmedabad,1104677.5677855753,2023-02-25,Low
348,63,Female,Ahmedabad,836476.5077570553,2022-03-04,Medium
349,47,Female,Delhi,842323.763127985,2020-06-04,Low
350,56,Male,Bengaluru,845550.5194731861,2025-04-09,Medium
351,46,Male,Lucknow,708871.8407714568,2020-02-01,Low
352,45,Male,Jaipur,448014.99608652806,2021-01-24,Low
353,34,Male,Bengaluru,1193143.5367779038,2022-09-05,Low
354,28,Male,Ahmedabad,1067073.5029750068,2022-10-04,High
355,57,Male,Chennai,1112260.9130712221,2021-06-24,Medium
356,41,Female,Pune,531870.2827368635,2025-01-22,Low
357,22,Male,Hyderabad,1161230.0636606505,2023-06-23,High
358,29,Male,Ahmedabad,1291717.6967563198,2024-12-19,High
359,37,Male,Hyderabad,1061205.6035681977,2022-07-28,Low
360,35,Female,Chennai,1211955.6031300782,2020-11-10,Low
361,33,Male,Mumbai,999462.1520649428,2022-04-17,Low
362,44,Male,Lucknow,588348.099155013,2021-05-24,Low
363,36,Female,Ahmedabad,926907.9676080521,2020-06-15,Low
364,49,Female,Pune,544914.3250561918,2025-06-26,Low
365,55,Male,Chennai,650656.4653750714,2023-03-18,Low
366,23,Female,Kolkata,879070.1071473173,2020-11-07,High
367,53,Female,Mumbai,845504.6177200245,2024-02-29,Low
368,44,Male,Ahmedabad,915768.8515840158,2020-04-19,Low
369,43,Male,Jaipur,351977.7515688809,2024-11-24,Low
370,46,Male,Chennai,761440.5133106161,2024-09-05,Low
371,43,Female,Lucknow,937249.6244163845,2021-10-12,Low
372,43,Male,Pune,987093.4181398106,2022-04-26,Low
373,63,Female,Lucknow,1003443.2451458169,2025-04-08,Medium
374,27,Male,Hyderabad,862814.565264156,2025-04-13,High
375,36,Female,Kolkata,705193.962505636,2023-05-02,Low
376,64,Male,Delhi,925367.7212940095,2023-07-09,Medium
377,58,Female,Hyderabad,725071.721177446,2025-09-06,Medium
378,54,Male,Chennai,1025264.0967247288,2023-07-13,Low
379,29,Male,Jaipur,906826.9883236163,2020-08-06,High
380,26,Male,Jaipur,784569.4633030816,2020-11-07,High
381,60,Female,Ahmedabad,607751.2205606205,2020-10-22,Medium
382,25,Female,Hyderabad,1079868.8601345224,2023-06-04,High
383,27,Male,Kolkata,939762.361585465,2021-04-23,High
384,53,Female,Pune,1325742.4191484307,2024-11-27,Low
385,51,Male,Mumbai,931554.8159982361,2020-08-01,Low
386,56,Female,Mumbai,952479.2226958553,2024-03-11,Medium
387,61,Male,Hyderabad,433682.7961507501,2024-01-16,Medium
388,37,Female,Bengaluru,877621.0948820151,2025-12-15,Low
389,34,Female,Lucknow,720867.9366688852,2020-01-23,Low
390,63,Female,Hyderabad,1006608.0721022777,2023-05-31,Medium
391,51,Female,Jaipur,883671.1107897706,2023-06-13,Low
392,40,Female,Delhi,1046318.2952564807,2023-03-08,Low
393,38,Male,Hyderabad,1333148.7784904863,2022-02-05,Low
394,40,Female,Pune,600409.4236369419,2021-01-21,Low
395,49,Female,Delhi,1036676.6398813468,2024-08-06,Low
396,47,Female,Ahmedabad,970898.2917025898,2024-10-20,Low
397,58,Female,Lucknow,1294823.6969705494,2022-04-16,Medium
398,47,Male,Hyderabad,976346.1425079008,2025-12-29,Low
399,44,Female,Jaipur,950352.5986859351,2023-06-09,Low
400,30,Female,Mumbai,1012863.3077572457,2021-05-29,Low
401,33,Male,Pune,1030316.52724175,2021-05-12,Low
402,22,Male,Mumbai,1163592.538065209,2021-09-19,High
403,22,Female,Lucknow,595155.3676533782,2025-03-12,High
404,55,Male,Jaipur,701915.3055686686,2024-08-22,Low
405,53,Female,Lucknow,1233821.529870126,2023-06-21,Low
406,46,Female,Lucknow,310321.26365097944,2021-03-31,Low
407,61,Male,Mumbai,778817.6889504686,2022-02-05,Medium
408,22,Female,Bengaluru,837389.9965960417,2021-12-07,High
409,37,Male,Pune,755772.0300655423,2021-02-16,Low
410,60,Male,Mumbai,1195237.0082850798,2022-03-23,Medium
411,26,Female,Chennai,918984.4455003948,2025-09-18,High
412,43,Female,Kolkata,703171.4738386907,2020-04-11,Low
413,50,Male,Bengaluru,641397.6722506962,2023-11-23,Low
414,24,Female,Kolkata,870456.3946232719,2025-04-18,High
415,33,Male,Hyderabad,1091488.5093006915,2021-01-19,Low
416,47,Male,Kolkata,834602.0278418945,2024-12-07,Low
417,37,Male,Kolkata,766394.9164355418,2025-12-21,Low
418,58,Male,Hyderabad,,2022-01-31,Medium
419,43,Female,Mumbai,893509.7095223251,2020-09-28,Low
420,50,Female,Bengaluru,879642.6305927307,2021-03-10,Low
421,35,Female,Lucknow,618945.3584759535,2022-06-26,Low
422,49,Female,Pune,,2023-02-24,Low
423,26,Female,Delhi,1226510.8273134448,2021-12-24,High
424,51,Female,Hyderabad,,2024-03-14,Low
425,26,Male,Kolkata,875534.4107781634,2022-11-02,High
426,33,Female,Chennai,523766.34482144885,2022-06-25,Low
427,37,Male,Kolkata,984297.3813434395,2023-10-03,Low
428,47,Male,Chennai,916043.5542318657,2020-07-22,Low
429,47,Male,Jaipur,718473.8801302522,2024-11-18,Low
430,42,Female,Delhi,614126.870262,2024-04-07,Low
431,60,Male,Hyderabad,1261892.560905415,2022-12-13,Medium
432,57,Female,Mumbai,895692.5590182502,2025-01-13,Medium
433,54,Male,Pune,570582.1760298174,2023-06-27,Low
434,51,Female,Mumbai,1013886.0731038263,2023-07-28,Low
435,58,Female,Kolkata,857414.3282019489,2025-02-12,Medium
436,44,Female,Lucknow,814723.0825817647,2023-01-02,Low
437,31,Female,Lucknow,1044639.3238844252,2022-01-10,Low
438,26,Female,Jaipur,200000.0,2025-07-08,High
439,57,Male,Delhi,348240.097220579,2021-09-07,Medium
440,55,Female,Mumbai,1144804.6811341569,2022-02-17,Low
441,52,Female,Lucknow,,2021-01-21,Low
442,31,Male,Bengaluru,693306.9297803335,2024-05-29,Low
443,40,Female,Kolkata,465560.75291683135,2021-09-12,Low
444,53,Female,Pune,848462.337287326,2023-09-30,Low
445,22,Female,Ahmedabad,879313.95141914,2024-12-24,High
446,26,Female,Hyderabad,1160203.6604987907,2023-03-24,High
447,25,Female,Ahmedabad,893111.2937973281,2020-01-13,High
448,37,Male,Pune,724298.0250703965,2025-04-29,Low
449,45,Female,Ahmedabad,901419.1879674044,2023-03-25,Low
450,37,Male,Chennai,1077372.1405611522,2022-10-04,Low
451,23,Female,Lucknow,1022804.920129763,2024-01-27,High
452,49,Male,Pune,955358.6978304362,2023-03-17,Low
